
4;5;2998.3;95.4741;2902.83;50;2992.79;4;4;0;0
4;5;3014.33;96.386;2917.95;50;3008.68;4;4;0;1
4;5;2813.53;166.191;2647.34;50;2784.41;4;4;0;2
4;5;4793.63;124.095;4669.53;50;4788.12;5;5;0;3
4;4;6631.63;160.519;6471.12;50;6625.82;7;7;0;4
4;4;4527.17;95.2783;4431.89;50;4521.69;4;4;0;5
4;5;17070.9;418.283;16652.7;50;17065.3;18;18;0;6
4;5;3371.73;75.7551;3295.98;50;3366.12;3;3;0;7
4;5;6471.18;166.526;6304.66;50;6465.42;7;7;0;8
4;5;11853.2;287.788;11565.4;50;11847.8;12;12;0;9
4;4.8;6354.56;168.63;6185.94;50;6346.62;0;4;2784.41;6.8;68;0
