
4;4;11180.3;284.928;10895.4;50;11174.8;13;13;0;0
4;4;11085;288.437;10796.5;50;11079.4;13;13;0;1
4;5;3167.32;94.3511;3072.97;50;3161.62;4;4;0;2
4;5;26553.6;565;25988.6;50;26547.9;25;25;0;3
4;5;2442.69;71.6611;2371.03;50;2437.24;3;3;0;4
4;5;18742.7;413.764;18328.9;50;18737.3;18;18;0;5
4;4;2944.45;92.3987;2852.05;50;2938.89;4;4;0;6
5;5;50570.8;1062.95;49507.9;50;782.112;47;47;0;7
4;5;22499.7;473.814;22025.9;50;22494.1;21;21;0;8
4;5;15483.8;335.143;15148.7;50;15478.2;15;15;0;9
4.1;4.7;16467;368.245;16098.8;50;11483.2;0;4;2437.24;16.3;163;0
