
6;7;6919.12;105.746;6813.37;50;6916.4;5;5;0;0
6;7;6670.25;104.05;6566.2;50;6667.73;5;5;0;1
6;6;8212.96;148.166;8064.8;50;8210.34;7;7;0;2
6;6;3591.76;103.751;3488.01;50;3589.22;5;5;0;3
6;7;4990.91;169.072;4821.84;50;4981.09;6;6;0;4
6;6;4534.84;121.391;4413.45;50;4532.23;6;6;0;5
6;7;4122.42;84.5586;4037.86;50;4119.76;4;4;0;6
6;7;4511;170.993;4340.01;50;4497.29;4;4;0;7
6;6;4194.56;118.455;4076.11;50;4192.04;6;6;0;8
6;7;6910.31;226.821;6683.49;50;6896.88;8;8;0;9
6;6.6;5465.81;135.3;5330.51;50;5460.3;0;6;3589.22;5.6;56;0
