
5;6;146.521;8.62;137.901;25;146.113;2;2;0;0
5;6;146.785;8.50601;138.279;25;146.398;2;2;0;1
5;5;741.212;34.1851;707.027;25;740.821;9;9;0;2
5;6;102.845;9.1;93.745;25;102.434;2;2;0;3
5;6;249.083;14.258;234.825;25;248.691;3;3;0;4
5;6;32.444;4.658;27.786;25;32.021;1;1;0;5
5;6;758.918;20.1359;738.782;25;758.532;5;5;0;6
5;6;319.072;14.269;304.803;25;318.669;3;3;0;7
5;6;17.731;4.264;13.467;25;17.253;1;1;0;8
5;6;214.503;8.11499;206.388;25;214.121;2;2;0;9
5;5.9;272.911;12.6111;260.3;25;272.505;0;5;17.253;3;30;0
